Algorithm,Type,Security Level,Key Generation (ms),Key Gen Std (ms),Public Key Size (bytes),Secret Key Size (bytes),Message Size (bytes),Signing (ms),Sign Std (ms),Verification (ms),Verify Std (ms),Signature Size (bytes),Family
cross-rsdp-256-balanced,Post-Quantum,5,0.03663825988769531,0.0018411166178083206,153,0,10240,2.47506046295166,0.06160394485646256,1.2522423267364502,0.026246188592691764,51056,cross
cross-rsdp-256-balanced,Post-Quantum,5,0.03663825988769531,0.0018411166178083206,153,0,102400,2.590756893157959,0.32432739774336,1.3581016063690186,0.1604213161093138,51056,cross
cross-rsdp-256-balanced,Post-Quantum,5,0.03663825988769531,0.0018411166178083206,153,0,1048576,3.5664267539978027,0.43914412113077433,2.3326992988586426,0.24150454801571905,51056,cross
cross-rsdp-256-fast,Post-Quantum,5,0.03659200668334961,0.0018076077812241894,153,0,1024,1.51735258102417,0.04126390279056456,0.8574748039245605,0.02317594629685468,76298,cross
cross-rsdp-256-fast,Post-Quantum,5,0.03659200668334961,0.0018076077812241894,153,0,10240,1.5061933994293213,0.12480566967926134,0.855907678604126,0.054581791288301144,76298,cross
cross-rsdp-256-fast,Post-Quantum,5,0.03659200668334961,0.0018076077812241894,153,0,102400,1.6170132160186768,0.04841012014453034,0.9633138179779053,0.033666271322298665,76298,cross
cross-rsdp-256-fast,Post-Quantum,5,0.03659200668334961,0.0018076077812241894,153,0,1048576,2.588688373565674,0.4289955009777244,1.9358665943145752,0.18454271854236576,76298,cross
cross-rsdp-256-small,Post-Quantum,5,0.036679744720458984,0.001774133572392907,153,0,1024,4.643640041351318,0.3006999504202041,2.2585647106170654,0.12894430248523223,43592,cross
cross-rsdp-256-small,Post-Quantum,5,0.036679744720458984,0.001774133572392907,153,0,10240,4.777190685272217,0.7182469636977898,2.328119993209839,0.3908768616677115,43592,cross
cross-rsdp-256-small,Post-Quantum,5,0.036679744720458984,0.001774133572392907,153,0,102400,4.713430166244507,0.17761550394679598,2.349087953567505,0.07736035809215198,43592,cross
cross-rsdp-256-small,Post-Quantum,5,0.036679744720458984,0.001774133572392907,153,0,1048576,5.660619735717773,0.19962482639134724,3.309615135192871,0.033545986312909525,43592,cross
cross-rsdpg-128-balanced,Post-Quantum,1,0.004817962646484375,0.0005159289911049627,54,0,1024,0.4461827278137207,0.009776582044834168,0.2561075687408447,0.0034918169346050063,9236,cross
cross-rsdpg-128-balanced,Post-Quantum,1,0.004817962646484375,0.0005159289911049627,54,0,10240,0.45493054389953613,0.0080885319137704,0.26361799240112305,0.004794480632035585,9236,cross
cross-rsdpg-128-balanced,Post-Quantum,1,0.004817962646484375,0.0005159289911049627,54,0,102400,0.5303776264190674,0.00639343225710573,0.34017086029052734,0.004797652465018878,9236,cross
cross-rsdpg-128-balanced,Post-Quantum,1,0.004817962646484375,0.0005159289911049627,54,0,1048576,1.3352103233337402,0.2775582220509091,1.135335922241211,0.22250886337339273,9236,cross
